Category,Product Group,Item Code,Item Name,OEMCode,HSNCode,Brand,Size,RSP,MRP,OSP,Vendor,CreateDate,LastModifiedDate,GST%,CESS
BOOKS,COMICS & GRAPHIC NOVELS,WP03225,"A GAME OF THRONES: GRAPHIC NOVEL, VOL. 3","9780007578580,BBH13390",4901,HARPERCOLLINS,UNDEFINED,719,899,899,HARPERCOLLINS,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP14952,"A GAME OF THRONES: GRAPHIC NOVEL, VOL. 2","9780007493043,BBH13391",4901,HARPERCOLLINS,UNDEFINED,719,899,899,HARPERCOLLINS,25.Apr.22,25.Apr.22,0,0
BOOKS,ANIMALS/BIRDS/SEALIFE,WP03226,BIRDS OF INDIA (COLLINS FIELD GUIDE),"9780007429554,BBH13392",4901,HARPERCOLLINS,VN1019,559,699,699,HARPERCOLLINS,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP03227,LEADERSHIP BY THE BOOK,"9780007252022,BBH13393",4901,HARPERCOLLINS,GX2713,240,299,299,HARPERCOLLINS,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP03228,PAULO COELHO:ELEVEN MINUTES (H/B),"9780008173579,BBH13394",4901,HARPERCOLLINS,VN0438,400,499,499,HARPERCOLLINS,18.Jan.22,18.Jan.22,0,0
NON BOOKS,TOY,WP03229,PEPPA PIG MINI KITCHEN,"3032163106029,BBH13397",9503,SIMBA,UNDEFINED,1899,1899,1899,SIMBA,18.Jan.22,18.Jan.22,12,0
NON BOOKS,TOY,WP03230,PEPPA PIG ARTIST BOX,"3032164108046,BBH13398",9503,SIMBA,UNDEFINED,1999,1999,1999,SIMBA,18.Jan.22,18.Jan.22,12,0
BOOKS,BUSINESS & MANAGEMENT,WP03231,THE PETER F. DRUCKER READER,"9781633692190,BBH13404",4901,IBD,VN4451,640,799,799,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP03232,PERCY JACKSON AND THE GREEK HEROES,"9780141362250,BBH13423",4901,IBD,VN0197,320,399,399,IBD,18.Jan.22,18.Jan.22,0,0
NON BOOKS,MOVIES & MUSIC,WP03233,MISS PEREGRINES HOME FOR PERCULIAR CHILDREN (DVD),"8901736102629,BBH13439",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03234,ICE AGE (1-5) SET (DVD),"8901736102438,BBH13440",85232990,EXCEL HOME VIDEOS,UNDEFINED,1999,1999,1999,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03235,JOHN TRAVOLTA PACK (BLOW OUT / BROKEN ARROW / GET SHORTY) (DVD),"8901736102810,BBH13441",85232990,EXCEL HOME VIDEOS,UNDEFINED,999,999,999,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03236,MORGAN (DVD),"8901736102704,BBH13442",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03237,FANTASTIC 4 / FANTASTIC 4 (2)/ELEKTRA/DAREDEVIL (DVD),"8901736103527,BBH13443",85232990,EXCEL HOME VIDEOS,UNDEFINED,1499,1499,1499,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03238,SULLY (DVD),"8901736103398,BBH13444",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03239,STORKS (DVD),"8901736103428,BBH13445",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03240,ACCOUNTANT (DVD),"8901736103442,BBH13447",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03241,BIRTH OF A NATION (DVD),"8901736102742,BBH13448",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03242,GAME OF THRONES SEASON (1-6) (BLUE-RAY),"8901736103480,BBH13449",85232990,EXCEL HOME VIDEOS,UNDEFINED,9999,9999,9999,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03243,MIKE AND DAVE NEED WEDDING DATES (DVD),"8901736102582,BBH13450",85232990,EXCEL HOME VIDEOS,UNDEFINED,599,599,599,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
NON BOOKS,MOVIES & MUSIC,WP03244,GAME OF THRONES SEASON (1-6) (DVD),"8901736103497,BBH13451",85232990,EXCEL HOME VIDEOS,UNDEFINED,6999,6999,6999,EXCEL HOME VIDEOS,18.Jan.22,18.Jan.22,18,0
BOOKS,NON-FICTION,WP03245,KM:LIVING WITH WOOD,"9788499360751,BBH13456",4901,WILCO INTERNATIONAL,KM0372,1995,3995,3995,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP03246,PRINCESS DIARIES SERIES (10 TITLES),BBH13467,4901,PAN MACMILLAN,GT7157,240,299,299,PAN MACMILLAN,18.Jan.22,18.Jan.22,0,0
BOOKS,GENERAL,WP03247,GIFT VOUCHERS RS 2000,BBH13476,4901,WILCO INTERNATIONAL,UNDEFINED,2000,2000,2000,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
NON BOOKS,OTHER ACCESSORIES,WP03248,FLASHLIGHT FLAT RETRO (D),"612615071599,BBH13483",94052090,IF CARDBORD CREATIONS LTD.,FL37,449,449,449,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,12,0
NON BOOKS,OTHER ACCESSORIES,WP03249,EYEGLASS REPAIR KIT - BLUE (D),"612615068629,BBH13485",82055190,IF CARDBORD CREATIONS LTD.,MG45-A,799,799,799,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
NON BOOKS,OTHER ACCESSORIES,WP03250,DRY ERASE BOARD IPAD - BLUE,"8904110208214,BBH13487",96100000,IF CARDBORD CREATIONS LTD.,MH71-AB,449,449,449,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,0,0
NON BOOKS,OTHER ACCESSORIES,WP03251,DRY ERASE BOARD IPAD - PINK,"8904110208207,BBH13488",96100000,IF CARDBORD CREATIONS LTD.,MH71-AP,649,649,649,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,0,0
NON BOOKS,BOOK ACCESSORIES,WP03252,STICKY NOTES TREE,"612615068643,BBH13491",48219090,IF CARDBORD CREATIONS LTD.,ST36,299,299,299,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
NON BOOKS,OTHER ACCESSORIES,WP03253,PHONE APP STICKY NOTES,"612615080881,BBH13492",48219090,IF CARDBORD CREATIONS LTD.,ST80-A5,199,199,199,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
NON BOOKS,OTHER ACCESSORIES,WP03254,PHONE APP STICKY NOTES CLOCK,"8904110208283,BBH13493",48219090,IF CARDBORD CREATIONS LTD.,ST80-A1,149,149,149,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
NON BOOKS,OTHER ACCESSORIES,WP03255,PHONE APP STICKY NOTES MAIL,"8904110208306,BBH13495",48219090,IF CARDBORD CREATIONS LTD.,ST80-A3,199,199,199,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
NON BOOKS,OTHER ACCESSORIES,WP03256,PHONE APP STICKY NOTES MESSAGES,"8904110208313,BBH13496",48219090,IF CARDBORD CREATIONS LTD.,ST80-A4,199,199,199,CHITRA - KIKERLAND,18.Jan.22,18.Jan.22,18,0
BOOKS,REFERENCE BOOKS,WP19246,DAVID HEINEMEIER HANSSON:REWORK,"9780091929787,BBH13498",4901,PRAKASH BOOK,VN10675,559,699,699,PRAKASH BOOK,19.Jul.22,20.Jul.22,0,0
BOOKS,INDIA-REFERENCE,WP03257,KAMASUTRA: THE ART OF LOVE IN ANCIENT URBAN INDIA,"9788129119247,BBH13501",4901,RUPA,VN0557,156,195,195,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP03258,BBHA:JOHN C. MAXWELL:BUSINESS ETHICS,"9780446532297,BBH13507",4901,WILCO INTERNATIONAL,BH1129,449,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,REFERENCE BOOKS,WP03259,BBH:NAT. GEO ILLUSTRATED GUIDE TO NATURE,"9781426211744,BBH13528",4901,WILCO INTERNATIONAL,GX1236,1399,2776,2776,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,FASHION/PHOTOGRAPHY,WP03260,BBHA:D & AD 13,"9783836545273,BBH13533",4901,WILCO INTERNATIONAL,BH1461,1295,5993,5993,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,FASHION/PHOTOGRAPHY,WP18141,ZZZ BBHA:DIGITAL FILMMAKING HANDBOOK,"9781623650766,BBH13534",4901,Wilco International,BH1414,349,999,999,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,ART/DRAWING/PAINTING,WP03261,ZZZ BBH:IG:INTRODUCTION TO WATERCOLOURS,"9781784402822,BBH13538",4901,WILCO INTERNATIONAL,BH1525,129,299,299,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,JEWELLERY-GEMSTONES,WP03262,"BBHA:JEWELED GARDEN:COLORFUL HISTORY OF GEMS, JEWEL","9780865651722,BBH13539",4901,WILCO INTERNATIONAL,BH1463,1995,3470,3470,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP03263,BBHA:ONE SHOW BOXED SET (3 VOL),"9780929837604,BBH13540",4901,WILCO INTERNATIONAL,BH1586,2999,14999,14999,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP03264,CNB:CORNELIA FUNKE:INKSPELL,"9781904442837,BBH13542",4901,WILCO INTERNATIONAL,GX2029,299,450,450,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP03265,CNB:INKDEATH:CORNELIA FUNKE,"9781905294848,BBH13543",4901,WILCO INTERNATIONAL,GX2032,299,450,450,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,ART/DRAWING/PAINTING,WP03266,DRAWING & SKETCHING KIT (STK),"9781465133273,BBH13544",4901,WILCO INTERNATIONAL,BH1569,799,1495,1495,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP03267,I CAN READ PHONICS:SUPERMAN PHONICS FUN (STK) (A),"9780061885419,BBH13545",4901,WILCO INTERNATIONAL,GX2356,499,899,899,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,REFERENCE BOOKS,WP03268,MUDRAS:YOGA IN YOUR HANDS,"9781473636668,BBH13546",4901,WILCO INTERNATIONAL,GX1766,359,399,399,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CRAFTS/EMBROIDERY/KNITTING,WP03269,FOOD LOVER (48 PGS):VEGETARIAN,"9781908533470,BBH13554",4901,WILCO INTERNATIONAL,GT9499,99,150,150,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP03270,INDIA DIVERSITY,"9789386316974,BBH13558",4901,OM,VN0866,280,350,350,OM,18.Jan.22,18.Jan.22,0,0
NON BOOKS,STATIONERY,WP03271,COPYWRITE WIRO NOTE BOOK - LARGE,BBH13560,48202000,MATRIX MARKETING,AS 20,210,210,210,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03272,COPYWRITE WIRO NOTE BOOK - MEDIUM,BBH13561,48202000,MATRIX MARKETING,AS 21,170,170,170,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03273,TOPLINE WIRO NOTE BOOK - MEDIUM,BBH13564,48202000,MATRIX MARKETING,AN 221,210,210,210,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03274,TOPLINE WIRO NOTE BOOK - SMALL,BBH13565,48202000,MATRIX MARKETING,AN 222,160,160,160,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03275,TOPLINE WIRO NOTE BOOK - MIDI,BBH13566,48202000,MATRIX MARKETING,AN 223,85,85,85,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03276,TOPLINE WIRO SECTION BOOK - AN 229,BBH13567,48202000,MATRIX MARKETING,AN 229,270,270,270,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
NON BOOKS,STATIONERY,WP03277,TOPLINE WIRO SECTION BOOK - AN 230,BBH13568,48202000,MATRIX MARKETING,AN 230,190,190,190,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
Non Books,Stationery,WP18290,Memory Lane HB Ruled NB - R,BBH13569,48202000,Matrix Marketing,AN 03,210,210,210,MATRIX MARKETING,16.May.22,16.May.22,12,0
NON BOOKS,STATIONERY,WP03278,DELUXE RULED NOTE BOOK - MEDIUM,BBH13570,48202000,MATRIX MARKETING,AN 04,230,230,230,MATRIX MARKETING,18.Jan.22,18.Jan.22,12,0
BOOKS,REFERENCE BOOKS,WP03279,"GET READY FOR KINDERGARTEN:NUMBERS, TIME & OPPOSIT","9781579129385,BBH13573",4901,WILCO INTERNATIONAL,BD0037,199,399,399,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03280,HOMEWORK HELPSTER GRADE 3 (STK),"9781602140127,BBH13574",4901,WILCO INTERNATIONAL,GX0153,149,295,295,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03281,HOMEWORK HELPSTER GRADE 4 (STK),"9781602140134,BBH13575",4901,WILCO INTERNATIONAL,GX0154,149,295,295,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03282,HOMEWORK HELPSTER GRADE 5 (STK),"9781602140141,BBH13576",4901,WILCO INTERNATIONAL,GX0155,99,295,295,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,REFERENCE BOOKS,WP03283,KF:DISCOVER SCIENCE:ANIMAL DISGUISES (P/B),"9780753467190,BBH13578",4901,WILCO INTERNATIONAL,KF0158,99,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03284,KF:DISCOVER SCIENCE:ANIMAL HOMES (H/B),"9780753467756,BBH13579",4901,WILCO INTERNATIONAL,KF0083,99,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03285,KF:DISCOVER SCIENCE:APES & MONKEYS,"9780753466032,BBH13580",4901,WILCO INTERNATIONAL,KF0159,99,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,REFERENCE BOOKS,WP03286,KF:DISCOVER SCIENCE:INSECTS (P/B),"9780753467176,BBH13582",4901,WILCO INTERNATIONAL,KF0088,99,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP03287,KF:DISCOVER SCIENCE:POLAR LANDS,"9780753468333,BBH13583",4901,WILCO INTERNATIONAL,KF0156,99,499,499,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP14953,LET'S ALL PLAY,"9780826423948,BBH13585",4901,WILCO INTERNATIONAL,GX0527,99,299,299,WILCO INTERNATIONAL,25.Apr.22,25.Apr.22,0,0
NON BOOKS,CHOCOLATES,WP03289,BS-BAR DARK 50% 100G,BBH13586,18069010,COSMO,UNDEFINED,350,350,350,COSMO,18.Jan.22,18.Jan.22,18,0
NON BOOKS,CHOCOLATES,WP18060,BS-BAR DARK ORANGE 100G,"5413121355075,BBH13588",18069010,Cosmo,UNDEFINED,375,375,375,COSMO,16.May.22,16.May.22,18,0
NON BOOKS,CHOCOLATES,WP03290,BS-BAR DARK W HIMALAYAN SALT 100G,"5413121362479,BBH13589",18069010,COSMO,UNDEFINED,375,375,375,COSMO,18.Jan.22,18.Jan.22,18,0
NON BOOKS,CHOCOLATES,WP03291,BS-MILK W SALTED CARAMEL 100G,"5413121362486,BBH13591",18069010,COSMO,UNDEFINED,375,375,375,COSMO,18.Jan.22,18.Jan.22,18,0
